Gustavus Adolphus College;2,213;MN;89;0.61;66%;0.47;9,900;0.18;1.26;A-;4.33;2.60;$308,000;0.65;$812,000;0.61;$7,516;0.31;1.57;$45,400;0.67;0.29;$83,007;0.38;3%;0.44;0.82;Struggle
Hamilton College;1,991;NY;14;0.94;21%;0.89;40,500;0.61;2.44;A;4.66;2.80;$350,000;0.80;$937,000;0.82;$14,195;0.84;2.46;$54,620;0.91;0.68;$508,710;0.06;8%;0.72;0.79;Thrive
Hampden-Sydney College;1,070;VA;111;0.51;59%;0.60;12,100;0.22;1.33;B+;4.00;2.40;$250,000;0.28;$758,000;0.49;$8,354;0.43;1.20;$45,746;0.69;0.21;$159,503;0.24;0%;0.00;0.24;Struggle
Hampton University;4,050;VA;218;0.16;44%;0.75;74,000;0.82;1.73;C+;3.00;1.80;$222,000;0.14;$657,000;0.19;$5,337;0.04;0.36;$26,702;0.32;0.13;$70,455;0.44;0%;0.00;0.44;Struggle
Hanover College;1,097;IN;105;0.52;79%;0.19;12,100;0.22;0.93;B+;4.00;2.40;$250,000;0.28;$702,000;0.31;$6,677;0.17;0.76;$37,670;0.49;0.13;$130,909;0.28;3%;0.44;0.73;Struggle
Harding University;4,380;AR;240;0.11;75%;0.28;22,200;0.40;0.79;B;3.66;2.20;$233,000;0.18;$631,000;0.12;$6,175;0.09;0.39;$19,845;0.19;0.13;$32,581;0.67;4%;0.54;1.21;Perish
Hartwick College;1,156;NY;160;0.30;83%;0.12;14,800;0.27;0.69;C+;3.00;1.80;$232,000;0.18;$678,000;0.24;$8,249;0.42;0.84;$45,510;0.67;0.06;$66,872;0.46;2%;0.31;0.77;Struggle
Harvard University;21,006;MA;2;1.00;5%;1.00;246,000;0.99;2.98;A+;5.00;3.00;$640,000;1.00;$1,513,000;1.00;$31,938;0.97;2.96;$50,420;0.78;1.26;$1,867,740;0.01;13%;0.87;0.87;Thrive
Harvey Mudd College;887;CA;23;0.90;14%;0.94;18,100;0.33;2.17;B;3.66;2.20;$537,000;0.98;$1,402,000;0.99;$16,804;0.89;2.85;$56,620;0.99;0.51;$357,176;0.11;10%;0.80;0.90;Thrive
Haverford College;1,308;PA;11;0.95;19%;0.91;33,100;0.54;2.39;A+;5.00;3.00;$319,000;0.70;$910,000;0.78;$13,294;0.81;2.28;$54,838;0.92;0.66;$396,701;0.09;14%;0.89;0.98;Survive
Hendrix College;1,199;AR;92;0.59;72%;0.34;27,100;0.48;1.41;A;4.66;2.80;$214,000;0.11;$601,000;0.10;$7,888;0.37;0.58;$45,790;0.69;0.12;$172,130;0.22;1%;0.14;0.36;Struggle
Hobart William Smith Colleges;2,220;NY;72;0.68;57%;0.63;590;0.05;1.37;B-;3.33;2.00;$254,000;0.32;$775,000;0.54;$9,056;0.51;1.37;$55,255;0.95;0.15;$104,531;0.34;4%;0.54;0.88;Struggle
Hofstra University;9,331;NY;162;0.29;63%;0.52;90,500;0.86;1.67;B;3.66;2.20;$256,000;0.33;$773,000;0.53;$10,759;0.67;1.53;$45,700;0.68;0.31;$65,527;0.47;5%;0.62;1.09;Perish
Hollins University;718;VA;102;0.55;64%;0.50;14,800;0.27;1.33;B-;3.33;2.00;$177,000;0.04;$522,000;0.02;$11,201;0.71;0.77;$39,035;0.52;0.15;$259,519;0.15;9%;0.76;0.91;Struggle
Hope College;3,032;MI;105;0.52;76%;0.27;22,200;0.40;1.19;A-;4.33;2.60;$234,000;0.19;$684,000;0.25;$7,515;0.31;0.75;$34,010;0.43;0.20;$74,425;0.42;2%;0.31;0.73;Struggle
Houghton College;937;NY;124;0.46;95%;0.01;12,100;0.22;0.69;C+;3.00;1.80;$205,000;0.08;$570,000;0.06;$5,361;0.04;0.18;$32,488;0.42;0.02;$60,000;0.51;2%;0.31;0.82;Struggle
Howard University;8,500;DC;104;0.55;32%;0.83;165,000;0.95;2.33;A;4.66;2.80;$269,000;0.41;$748,000;0.46;$12,625;0.78;1.65;$26,756;0.32;1.25;$81,007;0.38;2%;0.31;0.70;Thrive
Illinois College;976;IL;136;0.41;76%;0.25;18,100;0.33;0.98;B+;4.00;2.40;$252,000;0.29;$669,000;0.22;$6,150;0.09;0.60;$33,090;0.43;0.12;$141,141;0.26;4%;0.54;0.80;Struggle
Illinois Institute of Technology;5,786;IL;117;0.50;58%;0.61;14,800;0.27;1.38;C;2.66;1.60;$439,000;0.94;$1,112,000;0.93;$10,773;0.68;2.54;$47,646;0.72;0.29;$42,958;0.59;13%;0.87;1.46;Perish
Illinois State University;18,207;IL;197;0.21;89%;0.04;74,000;0.82;1.08;A;4.66;2.80;$271,000;0.43;$730,000;0.39;$12,406;0.76;1.58;$20,278;0.20;0.87;$7,076;0.95;0%;0.00;0.95;Thrive
Illinois Wesleyan University;1,689;IL;80;0.64;59%;0.61;5,400;0.13;1.38;A-;4.33;2.60;$322,000;0.71;$897,000;0.75;$10,221;0.63;2.09;$47,636;0.72;0.38;$138,434;0.26;3%;0.44;0.71;Struggle
Immaculata University;1,018;PA;211;0.18;81%;0.18;18,100;0.33;0.68;C+;3.00;1.80;$252,000;0.29;$745,000;0.44;$7,296;0.26;1.00;$27,350;0.32;0.14;$19,329;0.80;0%;0.00;0.80;Struggle
Indiana University-Bloomington;38,311;IN;79;0.66;77%;0.23;22,200;0.40;1.28;A+;5.00;3.00;$309,000;0.65;$774,000;0.54;$9,558;0.57;1.76;$23,069;0.26;0.96;$30,123;0.68;7%;0.69;1.38;Survive
Indiana University-Purdue University-Indianapolis;22,375;IN;228;0.14;81%;0.16;2,400;0.08;0.38;B;3.66;2.20;$284,000;0.53;$698,000;0.29;$12,574;0.77;1.59;$19,643;0.19;0.26;$52,647;0.53;2%;0.31;0.85;Struggle
Iowa State University;31,213;IA;121;0.47;91%;0.04;60,500;0.74;1.25;A+;5.00;3.00;$330,000;0.75;$823,000;0.63;$6,596;0.16;1.54;$16,190;0.11;2.02;$32,585;0.67;3%;0.44;1.12;Survive
Johns Hopkins University;14,600;MD;10;0.96;11%;0.95;110,000;0.89;2.81;A-;4.33;2.60;$425,000;0.92;$1,138,000;0.94;$67,591;1.00;2.86;$53,740;0.87;0.89;$287,022;0.13;11%;0.82;0.95;Survive
Juniata College;1,348;PA;82;0.64;70%;0.39;14,800;0.27;1.30;B;3.66;2.20;$259,000;0.35;$738,000;0.42;$7,506;0.31;1.08;$45,597;0.68;0.17;$90,732;0.36;5%;0.62;0.98;Perish
Kalamazoo College;1,457;MI;72;0.68;73%;0.32;14,800;0.27;1.27;A-;4.33;2.60;$261,000;0.36;$736,000;0.41;$8,558;0.45;1.22;$48,666;0.75;0.20;$165,404;0.23;5%;0.62;0.84;Struggle
Kansas State University;18,838;KS;162;0.29;93%;0.02;40,500;0.61;0.92;A+;5.00;3.00;$276,000;0.47;$720,000;0.37;$7,525;0.32;1.15;$18,135;0.15;0.77;$28,617;0.70;2%;0.31;1.01;Survive
Kent State University at Kent;21,700;OH;211;0.18;85%;0.08;90;0.01;0.27;A;4.66;2.80;$212,000;0.10;$582,000;0.08;$6,108;0.08;0.26;$14,663;0.07;0.11;$6,721;0.96;2%;0.31;1.27;Perish
Kenyon College;1,721;OH;27;0.89;36%;0.81;33,100;0.54;2.23;A-;4.33;2.60;$230,000;0.17;$704,000;0.32;$12,299;0.76;1.24;$55,930;0.98;0.27;$240,479;0.16;12%;0.83;0.99;Perish
Knox College;1,310;IL;66;0.71;74%;0.29;14,800;0.27;1.26;B+;4.00;2.40;$202,000;0.08;$588,000;0.08;$8,143;0.41;0.57;$46,554;0.70;0.09;$122,201;0.30;12%;0.83;1.13;Perish
Lafayette College;2,603;PA;39;0.83;29%;0.85;49,500;0.68;2.37;A-;4.33;2.60;$394,000;0.89;$1,062,000;0.90;$11,307;0.72;2.51;$53,630;0.86;0.66;$334,515;0.12;8%;0.72;0.84;Thrive
Lake Forest College;1,477;IL;92;0.59;58%;0.62;18,100;0.33;1.54;B-;3.33;2.00;$281,000;0.51;$776,000;0.54;$6,733;0.18;1.23;$47,064;0.71;0.20;$61,368;0.50;13%;0.87;1.37;Perish
Lawrence University;1,420;WI;58;0.74;62%;0.54;18,100;0.33;1.61;A-;4.33;2.60;$211,000;0.10;$640,000;0.14;$10,481;0.65;0.89;$47,475;0.72;0.19;$239,318;0.16;14%;0.89;1.05;Perish
Lehigh University;6,093;PA;50;0.78;22%;0.88;74,000;0.82;2.48;A;4.66;2.80;$476,000;0.96;$1,274,000;0.97;$13,918;0.83;2.76;$52,930;0.84;0.84;$222,077;0.18;10%;0.80;0.97;Survive
Lesley University;2,369;MA;246;0.10;76%;0.26;18,100;0.33;0.69;C;2.66;1.60;$156,000;0.01;$533,000;0.03;$11,800;0.74;0.78;$27,975;0.33;0.09;$80,242;0.39;0%;0.00;0.39;Struggle
Lewis & Clark College;2,939;OR;72;0.68;74%;0.30;2,400;0.08;1.06;A-;4.33;2.60;$190,000;0.06;$640,000;0.14;$10,079;0.61;0.81;$50,934;0.79;0.10;$80,168;0.39;4%;0.54;0.93;Struggle
Lincoln Memorial University;3,824;TN;254;0.08;60%;0.58;22,200;0.40;1.06;B-;3.33;2.00;$216,000;0.11;$588,000;0.08;$6,889;0.21;0.40;$22,010;0.23;0.14;$10,375;0.91;0%;0.00;0.91;Struggle
Linfield College-McMinnville Campus;1,334;OR;117;0.50;81%;0.17;20;0.00;0.67;B;3.66;2.20;$313,000;0.67;$851,000;0.69;$12,608;0.78;2.14;$43,302;0.62;0.19;$93,357;0.36;1%;0.14;0.49;Struggle
Lipscomb University;4,211;TN;218;0.16;60%;0.59;27,100;0.48;1.23;A-;4.33;2.60;$223,000;0.14;$644,000;0.15;$6,926;0.21;0.50;$32,144;0.41;0.15;$20,194;0.78;3%;0.44;1.23;Perish
Long Island University;8,497;NY;240;0.11;76%;0.27;22,200;0.40;0.78;C;2.66;1.60;$237,000;0.20;$715,000;0.35;$10,890;0.69;1.24;$37,763;0.50;0.12;$27,350;0.72;0%;0.00;0.72;Struggle
Louisiana Tech University;8,877;LA;272;0.04;63%;0.52;8,100;0.15;0.72;A-;4.33;2.60;$282,000;0.52;$686,000;0.26;$3,360;0.01;0.79;$14,102;0.05;1.07;$8,112;0.93;1%;0.14;1.07;Survive
Loyola Marymount University;8,750;CA;64;0.72;47%;0.73;60,500;0.74;2.20;A;4.66;2.80;$279,000;0.49;$876,000;0.72;$10,223;0.63;1.84;$48,522;0.74;0.56;$54,577;0.52;9%;0.76;1.28;Survive
Loyola University Chicago;14,997;IL;104;0.55;68%;0.43;33,100;0.54;1.51;A-;4.33;2.60;$265,000;0.38;$792,000;0.57;$7,976;0.39;1.34;$44,048;0.64;0.30;$42,695;0.59;3%;0.44;1.04;Perish
Loyola University New Orleans;3,306;LA;197;0.21;94%;0.02;18,100;0.33;0.56;A;4.66;2.80;$245,000;0.25;$704,000;0.32;$7,644;0.33;0.90;$39,942;0.54;0.10;$69,015;0.45;0%;0.00;0.45;Struggle
Luther College;1,977;IA;100;0.55;63%;0.54;14,800;0.27;1.36;A;4.66;2.80;$245,000;0.25;$707,000;0.32;$7,473;0.30;0.87;$42,290;0.60;0.20;$84,645;0.37;10%;0.80;1.17;Perish
Lycoming College;1,135;PA;117;0.50;66%;0.48;14,800;0.27;1.25;B+;4.00;2.40;$258,000;0.35;$703,000;0.31;$6,244;0.09;0.75;$40,315;0.55;0.15;$182,907;0.20;7%;0.69;0.89;Struggle
Macalester College;2,140;MN;25;0.89;41%;0.77;27,100;0.48;2.14;A;4.66;2.80;$234,000;0.19;$697,000;0.29;$10,816;0.68;1.15;$54,344;0.89;0.29;$360,418;0.10;17%;0.95;1.05;Perish
Marlboro College;140;VT;136;0.41;59%;0.60;5,400;0.13;1.13;C+;3.00;1.80;$134,000;0.01;$403,000;0.01;$18,824;0.92;0.93;$40,840;0.56;0.13;$268,712;0.14;3%;0.44;0.59;Struggle
Marquette University;10,390;WI;84;0.63;82%;0.16;60,500;0.74;1.52;A-;4.33;2.60;$354,000;0.81;$963,000;0.85;$7,422;0.29;1.94;$41,870;0.59;0.48;$64,370;0.48;1%;0.14;0.62;Thrive
Mary Baldwin University;1,371;VA;272;0.04;100%;0.00;14,800;0.27;0.31;C;2.66;1.60;$206,000;0.09;$568,000;0.06;$6,646;0.16;0.30;$31,110;0.39;0.01;$25,070;0.74;0%;0.00;0.74;Struggle
Maryville University of Saint Louis;3,308;MO;202;0.20;95%;0.01;880;0.06;0.27;A;4.66;2.80;$268,000;0.41;$728,000;0.38;$7,756;0.35;1.13;$28,470;0.35;0.09;$16,531;0.83;4%;0.54;1.37;Perish
Massachusetts College of Liberal Arts;1,121;MA;140;0.38;74%;0.30;2,400;0.08;0.76;C-;2.33;1.40;$197,000;0.07;$546,000;0.03;$9,094;0.52;0.63;$15,032;0.08;0.32;$11,434;0.89;0%;0.00;0.89;Struggle
Massachusetts Institute of Technology;11,402;MA;3;0.99;7%;0.99;18,100;0.33;2.31;A+;5.00;3.00;$724,000;1.00;$1,743,000;1.00;$39,753;0.98;2.98;$51,832;0.80;0.95;$1,438,347;0.01;9%;0.76;0.77;Thrive
Mercer University;7,102;GA;153;0.33;72%;0.35;49,500;0.68;1.36;B+;4.00;2.40;$278,000;0.48;$748,000;0.46;$7,931;0.38;1.32;$36,894;0.47;0.34;$48,716;0.56;1%;0.14;0.70;Struggle
Meredith College;1,666;NC;148;0.35;63%;0.54;14,800;0.27;1.15;B;3.66;2.20;$196,000;0.06;$581,000;0.07;$7,534;0.32;0.45;$37,176;0.48;0.09;$68,147;0.46;6%;0.67;1.12;Perish
Miami University-Oxford;17,712;OH;91;0.60;75%;0.28;2,400;0.08;0.96;A;4.66;2.80;$270,000;0.42;$728,000;0.38;$6,308;0.11;0.91;$25,138;0.30;0.30;$30,188;0.68;7%;0.69;1.37;Perish
Michigan State University;43,863;MI;84;0.63;78%;0.21;90,500;0.86;1.69;A+;5.00;3.00;$329,000;0.75;$851,000;0.69;$11,087;0.70;2.14;$27,113;0.32;1.25;$75,385;0.41;9%;0.76;1.17;Survive
Michigan Technological University;6,438;MI;147;0.36;74%;0.29;6,600;0.14;0.79;A-;4.33;2.60;$447,000;0.95;$1,094,000;0.92;$6,459;0.14;2.00;$24,686;0.29;0.52;$17,902;0.81;0%;0.00;0.81;Thrive
Middlebury College;2,551;VT;7;0.97;17%;0.92;49,500;0.68;2.57;A;4.66;2.80;$326,000;0.73;$893,000;0.75;$20,248;0.94;2.41;$54,450;0.90;0.71;$440,668;0.07;1%;0.14;0.21;Thrive
Millsaps College;845;MS;124;0.46;59%;0.59;12,100;0.22;1.27;A-;4.33;2.60;$266,000;0.39;$734,000;0.41;$9,162;0.53;1.33;$39,910;0.53;0.30;$120,091;0.30;5%;0.62;0.92;Struggle
Misericordia University;1,957;PA;192;0.22;83%;0.13;18,100;0.33;0.68;B-;3.33;2.00;$279,000;0.49;$770,000;0.52;$7,354;0.27;1.28;$33,240;0.43;0.15;$26,763;0.72;0%;0.00;0.72;Struggle
Mississippi State University;18,709;MS;211;0.18;57%;0.64;33,100;0.54;1.35;A;4.66;2.80;$240,000;0.21;$631,000;0.12;$5,068;0.03;0.36;$15,950;0.10;0.51;$27,053;0.72;0%;0.00;0.72;Thrive
Missouri University of Science and Technology;7,117;MO;179;0.25;84%;0.10;5,400;0.13;0.48;B;3.66;2.20;$494,000;0.97;$1,188,000;0.95;$8,395;0.43;2.35;$17,951;0.15;0.62;$26,814;0.72;2%;0.31;1.04;Survive
Monmouth College;905;IL;124;0.46;69%;0.41;14,800;0.27;1.14;B;3.66;2.20;$246,000;0.26;$650,000;0.17;$7,068;0.23;0.66;$37,674;0.49;0.12;$130,558;0.29;2%;0.31;0.60;Struggle
Montana State University;13,085;MT;246;0.10;82%;0.15;60,500;0.74;0.99;A-;4.33;2.60;$252,000;0.29;$672,000;0.23;$5,697;0.06;0.59;$16,135;0.10;0.54;$12,474;0.88;0%;0.00;0.88;Thrive
Montclair State University;16,547;NJ;166;0.28;71%;0.37;74,000;0.82;1.47;B+;4.00;2.40;$295,000;0.60;$778,000;0.55;$6,342;0.12;1.27;$16,684;0.12;1.36;$2,654;1.00;0%;0.00;1.00;Survive
Moravian College;2,001;PA;136;0.41;73%;0.32;18,100;0.33;1.05;B-;3.33;2.00;$272,000;0.44;$769,000;0.51;$7,439;0.29;1.24;$43,636;0.63;0.15;$58,070;0.52;1%;0.14;0.65;Struggle
Morehouse College;2,146;GA;154;0.31;58%;0.62;49,500;0.68;1.61;A-;4.33;2.60;$154,000;0.01;$561,000;0.05;$6,660;0.17;0.22;$27,576;0.33;0.11;$67,633;0.46;1%;0.14;0.60;Struggle
Mount Holyoke College;2,193;MA;32;0.86;51%;0.69;22,200;0.40;1.94;B+;4.00;2.40;$242,000;0.23;$716,000;0.35;$13,116;0.80;1.39;$49,998;0.77;0.31;$354,646;0.11;28%;1.00;1.10;Perish
Muhlenberg College;2,248;PA;72;0.68;62%;0.55;33,100;0.54;1.77;B-;3.33;2.00;$312,000;0.66;$891,000;0.74;$10,394;0.64;2.04;$52,595;0.83;0.32;$127,192;0.29;2%;0.31;0.61;Struggle
New Jersey Institute of Technology;8,572;NJ;97;0.57;64%;0.51;8,100;0.15;1.23;B-;3.33;2.00;$439,000;0.94;$1,106,000;0.92;$8,704;0.48;2.33;$25,044;0.30;0.72;$13,257;0.87;4%;0.54;1.41;Survive
New Mexico State University-Main Campus;11,133;NM;263;0.06;66%;0.47;70;0.01;0.55;B;3.66;2.20;$224,000;0.15;$561,000;0.05;$6,339;0.12;0.31;$14,228;0.06;0.23;$3,846;0.98;2%;0.31;1.30;Perish
New York University;43,140;NY;29;0.87;20%;0.89;110,000;0.89;2.66;A+;5.00;3.00;$293,000;0.58;$896,000;0.75;$19,491;0.93;2.27;$51,828;0.80;0.84;$97,872;0.34;19%;0.97;1.31;Survive
North Carolina A & T State University;10,458;NC;281;0.03;61%;0.55;9,900;0.18;0.76;A;4.66;2.80;$216,000;0.11;$554,000;0.04;$5,530;0.05;0.20;$13,217;0.03;0.53;$6,103;0.98;0%;0.00;0.98;Survive
North Carolina State University at Raleigh;28,368;NC;84;0.63;47%;0.73;880;0.06;1.42;A+;5.00;3.00;$336,000;0.76;$847,000;0.68;$11,171;0.71;2.15;$18,773;0.17;1.97;$45,606;0.57;3%;0.44;1.02;Survive
North Dakota State University-Main Campus;11,269;ND;281;0.03;93%;0.03;40;0.00;0.05;A;4.66;2.80;$310,000;0.65;$780,000;0.55;$5,761;0.06;1.27;$11,404;0.01;0.62;$46;1.00;1%;0.14;1.14;Survive
Northeastern University;20,785;MA;40;0.82;19%;0.90;165,000;0.95;2.68;A+;5.00;3.00;$388,000;0.88;$1,044,000;0.89;$11,707;0.74;2.51;$51,522;0.80;0.94;$40,787;0.61;16%;0.94;1.55;Survive
Northwestern University;17,748;IL;9;0.96;8%;0.98;165,000;0.95;2.89;A+;5.00;3.00;$434,000;0.94;$1,106,000;0.92;$30,281;0.96;2.82;$54,568;0.91;1.00;$472,556;0.06;12%;0.83;0.90;Thrive
Nova Southeastern University;13,150;FL;246;0.10;79%;0.20;74,000;0.82;1.12;B+;4.00;2.40;$243,000;0.24;$685,000;0.26;$12,670;0.78;1.28;$30,900;0.39;0.33;$12,254;0.88;0%;0.00;0.88;Struggle
Oberlin College;2,785;OH;33;0.86;36%;0.81;60,500;0.74;2.41;B;3.66;2.20;$160,000;0.02;$557,000;0.04;$15,344;0.87;0.93;$55,052;0.94;0.20;$340,089;0.12;13%;0.87;0.99;Perish
Occidental College;1,907;CA;39;0.83;37%;0.80;49,500;0.68;2.31;B+;4.00;2.40;$258,000;0.35;$751,000;0.47;$11,749;0.74;1.55;$54,686;0.92;0.35;$227,705;0.17;7%;0.69;0.86;Struggle
Ohio State University-Main Campus;53,129;OH;54;0.76;52%;0.67;210;0.04;1.47;A+;5.00;3.00;$279,000;0.49;$728,000;0.38;$11,323;0.72;1.59;$20,734;0.22;1.20;$97,683;0.35;12%;0.83;1.18;Survive
Ohio University-Main Campus;20,184;OH;185;0.24;78%;0.21;140;0.02;0.47;A+;5.00;3.00;$220,000;0.13;$614,000;0.11;$7,319;0.26;0.50;$16,924;0.13;0.20;$28,186;0.70;1%;0.14;0.84;Struggle
Ohio Wesleyan University;1,547;OH;92;0.59;69%;0.42;6,600;0.14;1.14;B-;3.33;2.00;$226,000;0.15;$667,000;0.22;$9,368;0.56;0.93;$45,760;0.69;0.11;$154,895;0.24;8%;0.72;0.97;Perish
Oklahoma City University;2,339;OK;240;0.11;76%;0.24;12,100;0.22;0.57;B+;4.00;2.40;$210,000;0.09;$627,000;0.12;$10,025;0.61;0.82;$31,026;0.39;0.11;$49,452;0.55;2%;0.31;0.87;Struggle
Oklahoma State University-Main Campus;19,387;OK;192;0.22;74%;0.29;90;0.01;0.53;A+;5.00;3.00;$299,000;0.62;$751,000;0.47;$6,089;0.08;1.17;$16,779;0.12;0.55;$21,047;0.77;3%;0.44;1.21;Survive
Old Dominion University;16,605;VA;263;0.06;87%;0.07;60,500;0.74;0.87;A-;4.33;2.60;$272,000;0.44;$698,000;0.29;$7,080;0.23;0.96;$20,010;0.20;0.41;$14,340;0.85;1%;0.14;0.99;Perish
Oregon State University;22,133;OR;139;0.40;81%;0.18;90,500;0.86;1.43;A;4.66;2.80;$286,000;0.54;$769,000;0.51;$7,967;0.39;1.43;$20,654;0.21;1.01;$30,544;0.68;2%;0.31;0.99;Survive
Pace University;10,287;NY;202;0.20;76%;0.25;90,500;0.86;1.31;B+;4.00;2.40;$321,000;0.71;$908,000;0.77;$8,554;0.45;1.92;$45,280;0.66;0.34;$17,678;0.82;8%;0.72;1.54;Perish
Pacific University;3,725;OR;185;0.24;85%;0.09;22,200;0.40;0.72;B-;3.33;2.00;$213,000;0.10;$667,000;0.22;$7,418;0.28;0.60;$44,298;0.65;0.05;$18,447;0.81;2%;0.31;1.12;Perish
Pennsylvania State University-Main Campus;45,140;PA;57;0.75;57%;0.65;368,000;1.00;2.40;A+;5.00;3.00;$249,000;0.27;$737,000;0.41;$13,668;0.83;1.51;$26,656;0.31;1.29;$64,060;0.49;10%;0.80;1.28;Survive
Pepperdine University;5,645;CA;50;0.78;36%;0.81;135,000;0.92;2.51;B+;4.00;2.40;$343,000;0.78;$981,000;0.86;$9,781;0.59;2.23;$53,932;0.88;0.56;$160,167;0.24;12%;0.83;1.07;Survive
Pitzer College;1,050;CA;35;0.85;13%;0.94;18,100;0.33;2.12;A;4.66;2.80;$233,000;0.18;$707,000;0.32;$10,851;0.68;1.19;$54,056;0.89;0.29;$134,728;0.27;8%;0.72;1.00;Perish
Pomona College;1,559;CA;5;0.98;8%;0.98;60,500;0.74;2.70;A+;5.00;3.00;$371,000;0.85;$937,000;0.82;$21,239;0.95;2.61;$52,780;0.84;0.93;$1,458,439;0.01;0%;0.00;0.01;Thrive
Presbyterian College;1,240;SC;140;0.38;69%;0.42;18,100;0.33;1.13;B+;4.00;2.40;$262,000;0.37;$695,000;0.28;$7,221;0.25;0.89;$38,660;0.51;0.18;$74,077;0.42;2%;0.31;0.74;Struggle
Princeton University;8,267;NJ;1;1.00;5%;1.00;165,000;0.95;2.94;A+;5.00;3.00;$537,000;0.98;$1,264,000;0.96;$24,678;0.96;2.89;$50,340;0.78;1.22;$3,077,087;0.00;14%;0.89;0.89;Thrive
Purdue University-Main Campus;38,395;IN;57;0.75;58%;0.62;320;0.04;1.41;A+;5.00;3.00;$369,000;0.84;$906,000;0.77;$12,121;0.75;2.35;$19,393;0.18;2.00;$60,866;0.50;9%;0.76;1.26;Survive
Quinnipiac University;8,624;CT;153;0.33;72%;0.33;40,500;0.61;1.27;B+;4.00;2.40;$315,000;0.68;$931,000;0.81;$11,996;0.75;2.23;$47,960;0.73;0.35;$61,058;0.50;2%;0.31;0.81;Struggle
Randolph College;608;VA;132;0.43;87%;0.07;8,100;0.15;0.65;C+;3.00;1.80;$181,000;0.05;$568,000;0.06;$10,591;0.66;0.77;$39,585;0.53;0.06;$260,012;0.15;1%;0.14;0.29;Struggle
Randolph-Macon College;1,464;VA;111;0.51;67%;0.45;9,900;0.18;1.14;C+;3.00;1.80;$253,000;0.31;$732,000;0.40;$6,616;0.16;0.87;$41,300;0.57;0.12;$113,539;0.32;3%;0.44;0.76;Struggle
Reed College;1,453;OR;68;0.70;35%;0.82;33,100;0.54;2.05;A;4.66;2.80;$166,000;0.02;$577,000;0.07;$12,364;0.76;0.85;$56,340;0.98;0.18;$400,561;0.08;10%;0.80;0.88;Struggle
Regent University;3,628;VA;281;0.03;82%;0.15;40,500;0.61;0.79;A-;4.33;2.60;$235,000;0.19;$640,000;0.14;$5,780;0.07;0.40;$18,380;0.16;0.19;$19,846;0.79;0%;0.00;0.79;Struggle
Regis University;5,086;CO;202;0.20;60%;0.57;33,100;0.54;1.31;A;4.66;2.80;$342,000;0.78;$891,000;0.74;$6,578;0.15;1.67;$36,810;0.47;0.48;$12,808;0.88;1%;0.14;1.01;Survive
Rensselaer Polytechnic Institute;7,798;NY;50;0.78;43%;0.75;40,500;0.61;2.14;A-;4.33;2.60;$473,000;0.96;$1,272,000;0.96;$9,045;0.51;2.43;$53,880;0.87;0.57;$91,709;0.36;16%;0.94;1.30;Survive
Rhodes College;2,014;TN;53;0.77;45%;0.75;33,100;0.54;2.05;A-;4.33;2.60;$290,000;0.56;$812,000;0.61;$9,407;0.56;1.73;$47,890;0.73;0.47;$178,391;0.20;4%;0.54;0.74;Thrive
Rice University;6,765;TX;17;0.93;11%;0.96;135,000;0.92;2.80;A+;5.00;3.00;$425,000;0.92;$1,062,000;0.90;$33,564;0.98;2.80;$47,350;0.71;1.22;$920,748;0.03;14%;0.89;0.92;Thrive
Ripon College;788;WI;105;0.52;69%;0.41;9,900;0.18;1.12;B-;3.33;2.00;$261,000;0.36;$704,000;0.32;$6,862;0.20;0.87;$43,808;0.63;0.11;$117,755;0.31;0%;0.00;0.31;Struggle
Roanoke College;1,956;VA;130;0.44;72%;0.33;22,200;0.40;1.16;A-;4.33;2.60;$220,000;0.13;$655,000;0.18;$7,323;0.26;0.58;$44,155;0.65;0.10;$78,007;0.40;2%;0.31;0.72;Struggle
Robert Morris University;3,683;PA;202;0.20;84%;0.10;33,100;0.54;0.83;B-;3.33;2.00;$253,000;0.31;$718,000;0.36;$7,716;0.34;1.01;$30,300;0.38;0.16;$9,921;0.92;4%;0.54;1.46;Perish
Rochester Institute of Technology;14,867;NY;104;0.55;66%;0.47;33,100;0.54;1.55;B+;4.00;2.40;$337,000;0.77;$944,000;0.83;$10,384;0.64;2.23;$42,345;0.61;0.51;$63,104;0.49;6%;0.67;1.16;Survive
Rowan University;15,661;NJ;166;0.28;73%;0.32;74,000;0.82;1.42;B+;4.00;2.40;$280,000;0.50;$767,000;0.50;$7,421;0.29;1.29;$18,018;0.15;1.09;$13,230;0.87;1%;0.14;1.01;Survive
Rutgers University-Camden;5,376;NJ;166;0.28;71%;0.36;2,400;0.08;0.72;B-;3.33;2.00;$387,000;0.87;$951,000;0.83;$9,628;0.58;2.28;$22,724;0.25;0.49;$10,501;0.91;3%;0.44;1.35;Survive
Rutgers University-New Brunswick;42,753;NJ;62;0.73;60%;0.58;8,100;0.15;1.46;A+;5.00;3.00;$353,000;0.80;$917,000;0.78;$11,234;0.71;2.30;$23,128;0.26;1.41;$23,742;0.75;9%;0.76;1.50;Survive
Rutgers University-Newark;9,591;NJ;132;0.43;63%;0.53;5,400;0.13;1.09;A-;4.33;2.60;$387,000;0.87;$951,000;0.83;$9,194;0.53;2.24;$22,563;0.24;0.98;$16,920;0.83;4%;0.54;1.37;Survive
