Sacred Heart University;6,325;CT;218;0.16;60%;0.57;74,000;0.82;1.55;B+;4.00;2.40;$252,000;0.29;$798,000;0.58;$6,418;0.14;1.01;$41,420;0.58;0.24;$26,467;0.73;1%;0.14;0.87;Struggle
Saint Anselm College;2,007;NH;114;0.50;77%;0.23;14,800;0.27;1.01;B;3.66;2.20;$311,000;0.66;$879,000;0.72;$7,728;0.34;1.73;$41,200;0.57;0.25;$78,700;0.40;1%;0.14;0.54;Struggle
Saint John Fisher College;3,161;NY;166;0.28;64%;0.50;390;0.05;0.83;A-;4.33;2.60;$254,000;0.32;$720,000;0.37;$8,290;0.42;1.11;$34,310;0.44;0.20;$29,668;0.69;0%;0.00;0.69;Struggle
Saint Johns University;1,697;MN;92;0.59;80%;0.19;8,100;0.15;0.93;B+;4.00;2.40;$350,000;0.80;$940,000;0.82;$7,236;0.25;1.87;$44,990;0.66;0.24;$115,949;0.31;4%;0.54;0.85;Struggle
Saint Louis University;10,520;MO;97;0.57;58%;0.63;40,500;0.61;1.81;A;4.66;2.80;$313,000;0.67;$863,000;0.70;$14,140;0.84;2.21;$43,884;0.64;0.65;$116,549;0.31;5%;0.62;0.93;Thrive
Saint Mary's College;3,196;IN;102;0.55;82%;0.15;22,200;0.40;1.10;B;3.66;2.20;$268,000;0.41;$718,000;0.36;$3,823;0.01;0.77;$42,220;0.60;0.12;$60,822;0.51;2%;0.31;0.82;Struggle
Saint Michael's College;1,725;VT;124;0.46;83%;0.13;8,100;0.15;0.75;B;3.66;2.20;$251,000;0.29;$746,000;0.45;$7,238;0.25;0.99;$45,375;0.67;0.09;$52,135;0.54;2%;0.31;0.85;Struggle
Saint Norbert College;2,113;WI;145;0.37;78%;0.21;1,000;0.07;0.64;A;4.66;2.80;$245,000;0.25;$697,000;0.29;$6,280;0.10;0.63;$38,129;0.50;0.08;$69,256;0.44;0%;0.00;0.44;Struggle
Saint Vincent College;1,717;PA;132;0.43;68%;0.43;9,900;0.18;1.04;B-;3.33;2.00;$269,000;0.41;$732,000;0.40;$5,502;0.05;0.86;$35,462;0.45;0.15;$63,960;0.49;0%;0.00;0.49;Struggle
Salem College;561;NC;132;0.43;39%;0.78;6,600;0.14;1.35;C+;3.00;1.80;$206,000;0.09;$560,000;0.05;$10,955;0.69;0.82;$29,166;0.37;0.20;$108,152;0.33;0%;0.00;0.33;Struggle
Sam Houston State University;15,745;TX;281;0.03;79%;0.20;74,000;0.82;1.05;A-;4.33;2.60;$291,000;0.57;$725,000;0.37;$4,644;0.02;0.96;$13,276;0.03;3.00;$7,992;0.93;0%;0.00;0.93;Thrive
Samford University;5,292;AL;147;0.36;82%;0.15;40,500;0.61;1.11;A-;4.33;2.60;$244,000;0.24;$730,000;0.39;$9,025;0.50;1.13;$31,650;0.40;0.31;$65,254;0.48;1%;0.14;0.61;Struggle
San Diego State University;30,451;CA;147;0.36;35%;0.82;74,000;0.82;2.00;A+;5.00;3.00;$326,000;0.73;$823,000;0.63;$4,228;0.01;1.38;$13,414;0.03;8.98;$10,044;0.91;4%;0.54;1.45;Survive
Santa Clara University;7,569;CA;54;0.76;50%;0.69;60,500;0.74;2.20;A;4.66;2.80;$419,000;0.92;$1,126,000;0.93;$11,055;0.70;2.55;$51,711;0.80;0.73;$129,376;0.29;8%;0.72;1.01;Survive
Sarah Lawrence College;1,655;NY;68;0.70;56%;0.66;27,100;0.48;1.84;C;2.66;1.60;$167,000;0.03;$586,000;0.08;$10,539;0.66;0.76;$55,900;0.97;0.09;$68,731;0.45;12%;0.83;1.29;Perish
Scripps College;1,063;CA;33;0.86;24%;0.88;22,200;0.40;2.13;A;4.66;2.80;$267,000;0.40;$794,000;0.58;$10,636;0.67;1.65;$55,024;0.93;0.39;$340,588;0.12;5%;0.62;0.73;Struggle
Seattle Pacific University;3,125;WA;192;0.22;90%;0.04;22,200;0.40;0.66;B+;4.00;2.40;$235,000;0.19;$714,000;0.35;$7,749;0.35;0.88;$42,939;0.62;0.08;$35,227;0.65;1%;0.14;0.79;Struggle
Seattle University;5,904;WA;139;0.40;76%;0.26;49,500;0.68;1.34;A;4.66;2.80;$275,000;0.46;$826,000;0.65;$11,226;0.71;1.81;$44,610;0.66;0.38;$40,851;0.61;2%;0.31;0.92;Struggle
Seton Hall University;7,589;NJ;139;0.40;70%;0.38;33,100;0.54;1.31;A-;4.33;2.60;$320,000;0.70;$877,000;0.72;$7,771;0.35;1.77;$42,170;0.60;0.38;$33,960;0.66;4%;0.54;1.20;Perish
Shenandoah University;2,909;VA;263;0.06;70%;0.39;33,100;0.54;0.99;B;3.66;2.20;$218,000;0.12;$664,000;0.21;$8,682;0.47;0.80;$32,530;0.42;0.15;$22,751;0.76;1%;0.14;0.90;Struggle
Simmons University;3,119;MA;125;0.45;70%;0.39;18,100;0.33;1.17;C+;3.00;1.80;$304,000;0.63;$848,000;0.69;$13,294;0.81;2.12;$40,850;0.56;0.29;$62,475;0.49;4%;0.54;1.03;Perish
Simpson College;1,260;IA;136;0.41;84%;0.09;12,100;0.22;0.72;B;3.66;2.20;$268,000;0.41;$731,000;0.40;$6,562;0.15;0.95;$39,144;0.52;0.11;$69,006;0.45;0%;0.00;0.45;Struggle
Skidmore College;2,585;NY;39;0.83;27%;0.86;33,100;0.54;2.23;A;4.66;2.80;$258,000;0.35;$742,000;0.43;$11,956;0.74;1.52;$54,420;0.90;0.39;$146,747;0.25;12%;0.83;1.09;Perish
Smith College;2,868;MA;11;0.95;31%;0.84;49,500;0.68;2.47;A;4.66;2.80;$241,000;0.22;$691,000;0.27;$16,532;0.88;1.37;$52,404;0.82;0.43;$653,798;0.04;16%;0.94;0.98;Survive
South Dakota State University;8,727;SD;272;0.04;92%;0.03;22,200;0.40;0.47;A-;4.33;2.60;$241,000;0.22;$673,000;0.23;$6,211;0.09;0.55;$10,446;0.00;12.40;$13,421;0.87;2%;0.31;1.18;Survive
Southern Illinois University-Carbondale;10,386;IL;254;0.08;72%;0.35;4,400;0.12;0.55;B;3.66;2.20;$253,000;0.31;$670,000;0.23;$10,017;0.60;1.14;$21,932;0.23;0.22;$14,357;0.85;1%;0.14;0.99;Perish
Southern Methodist University;8,895;TX;64;0.72;51%;0.68;27,100;0.48;1.88;A+;5.00;3.00;$331,000;0.75;$922,000;0.79;$14,250;0.85;2.39;$54,492;0.90;0.55;$182,038;0.20;5%;0.62;0.81;Thrive
Southwestern University;1,416;TX;92;0.59;45%;0.75;33,100;0.54;1.87;B-;3.33;2.00;$297,000;0.61;$823,000;0.63;$6,925;0.21;1.45;$42,000;0.59;0.34;$198,782;0.18;2%;0.31;0.50;Struggle
Spelman College;2,123;GA;57;0.75;39%;0.78;60,500;0.74;2.28;A;4.66;2.80;$180,000;0.05;$638,000;0.14;$7,862;0.37;0.56;$29,064;0.36;0.36;$183,423;0.19;1%;0.14;0.33;Struggle
St Catherine University;2,788;MN;228;0.14;73%;0.31;9,900;0.18;0.63;B;3.66;2.20;$295,000;0.60;$775,000;0.54;$9,663;0.58;1.72;$39,554;0.52;0.17;$33,558;0.66;0%;0.00;0.66;Struggle
St John's University-New York;14,521;NY;179;0.25;73%;0.31;2,900;0.10;0.67;B+;4.00;2.40;$303,000;0.63;$841,000;0.67;$7,786;0.36;1.66;$41,760;0.58;0.17;$52,069;0.54;5%;0.62;1.16;Perish
St Lawrence University;2,449;NY;58;0.74;46%;0.74;18,100;0.33;1.81;A-;4.33;2.60;$257,000;0.34;$745,000;0.44;$9,660;0.58;1.36;$54,846;0.93;0.26;$124,822;0.29;9%;0.76;1.05;Perish
St Olaf College;3,023;MN;62;0.73;50%;0.70;22,200;0.40;1.83;A-;4.33;2.60;$274,000;0.45;$764,000;0.50;$8,756;0.48;1.43;$47,840;0.72;0.35;$177,579;0.21;9%;0.76;0.96;Perish
St. John's College-MD;350;MD;64;0.72;58%;0.62;14,800;0.27;1.62;B-;3.33;2.00;$161,000;0.02;$520,000;0.02;$0;0.00;0.04;$53,343;0.85;0.01;$275,605;0.14;18%;0.96;1.10;Perish
St. John's College-NM;514;NM;72;0.68;67%;0.45;14,800;0.27;1.40;B+;4.00;2.40;$162,000;0.02;$488,000;0.01;$0;0.00;0.04;$54,118;0.89;0.00;$152,508;0.24;19%;0.97;1.21;Perish
St. Mary's College of Maryland;1,533;MD;92;0.59;80%;0.18;12,100;0.22;0.99;B;3.66;2.20;$297,000;0.61;$805,000;0.60;$8,447;0.44;1.64;$22,687;0.24;0.54;$23,735;0.75;0%;0.00;0.75;Thrive
St. Thomas Aquinas College;1,229;NY;35;0.85;76%;0.24;8,100;0.15;1.25;C;2.66;1.60;$196,000;0.06;$606,000;0.10;$5,335;0.03;0.20;$31,950;0.40;0.04;$41,182;0.61;0%;0.00;0.61;Struggle
Stanford University;16,332;CA;6;0.98;4%;1.00;246,000;0.99;2.97;A+;5.00;3.00;$677,000;1.00;$1,593,000;1.00;$49,242;0.99;2.99;$51,354;0.79;1.24;$1,620,433;0.01;13%;0.87;0.88;Thrive
Stevens Institute of Technology;5,718;NJ;74;0.66;41%;0.77;49,500;0.68;2.11;A;4.66;2.80;$514,000;0.97;$1,382,000;0.99;$9,525;0.57;2.52;$52,202;0.81;0.68;$36,168;0.64;3%;0.44;1.09;Survive
Stonehill College;2,513;MA;124;0.46;70%;0.40;27,100;0.48;1.34;B;3.66;2.20;$316,000;0.69;$908,000;0.77;$7,387;0.28;1.73;$42,746;0.61;0.31;$84,128;0.38;1%;0.14;0.51;Struggle
Stony Brook University;21,706;NY;91;0.60;42%;0.76;90,500;0.86;2.22;B-;3.33;2.00;$372,000;0.85;$933,000;0.81;$10,991;0.70;2.36;$18,460;0.16;2.38;$11,285;0.90;14%;0.89;1.79;Survive
SUNY at Albany;15,056;NY;147;0.36;52%;0.67;22,200;0.40;1.43;A-;4.33;2.60;$312,000;0.66;$813,000;0.62;$7,221;0.25;1.53;$18,431;0.16;1.30;$4,762;0.98;4%;0.54;1.52;Survive
SUNY Buffalo State;7,694;NY;79;0.66;61%;0.57;2,400;0.08;1.30;B-;3.33;2.00;$249,000;0.27;$637,000;0.14;$5,367;0.04;0.45;$13,100;0.03;1.54;$6,582;0.96;1%;0.14;1.10;Survive
SUNY College of Environmental Science and Forestry;2,007;NY;121;0.47;61%;0.55;2,400;0.08;1.11;A-;4.33;2.60;$264,000;0.38;$708,000;0.33;$7,757;0.35;1.05;$13,764;0.04;2.55;$18,755;0.81;1%;0.14;0.95;Thrive
Susquehanna University;2,311;PA;117;0.50;72%;0.33;27,100;0.48;1.31;B-;3.33;2.00;$289,000;0.55;$816,000;0.63;$5,399;0.04;1.22;$47,290;0.71;0.17;$73,473;0.43;2%;0.31;0.74;Struggle
Swarthmore College;1,554;PA;3;0.99;9%;0.97;49,500;0.68;2.64;B+;4.00;2.40;$331,000;0.75;$883,000;0.73;$20,011;0.94;2.41;$52,588;0.83;0.69;$1,361,498;0.01;13%;0.87;0.88;Thrive
Sweet Briar College;332;VA;154;0.31;76%;0.26;12,100;0.22;0.79;C+;3.00;1.80;$201,000;0.07;$573,000;0.06;$16,278;0.88;1.02;$21,000;0.22;0.24;$225,353;0.17;3%;0.44;0.62;Struggle
Syracuse University;19,184;NY;54;0.76;50%;0.70;165,000;0.95;2.41;A+;5.00;3.00;$314,000;0.68;$918,000;0.79;$9,844;0.60;2.06;$51,853;0.81;0.68;$69,761;0.44;14%;0.89;1.33;Survive
Temple University;34,382;PA;104;0.55;59%;0.61;165,000;0.95;2.11;A+;5.00;3.00;$281,000;0.51;$773,000;0.53;$9,059;0.52;1.55;$23,018;0.26;1.40;$19,893;0.79;3%;0.44;1.23;Survive
Tennessee Technological University;8,290;TN;272;0.04;76%;0.25;9,900;0.18;0.48;B;3.66;2.20;$247,000;0.26;$641,000;0.15;$5,279;0.03;0.44;$16,663;0.12;0.15;$8,105;0.93;1%;0.14;1.07;Perish
Texas A & M University-College Station;59,220;TX;70;0.69;68%;0.44;210;0.04;1.17;A+;5.00;3.00;$363,000;0.83;$928,000;0.80;$8,298;0.43;2.06;$24,683;0.29;0.92;$214,263;0.18;1%;0.14;0.32;Thrive
Texas Christian University;10,486;TX;97;0.57;41%;0.78;27,100;0.48;1.82;A+;5.00;3.00;$253,000;0.31;$768,000;0.51;$9,823;0.60;1.41;$46,950;0.70;0.41;$152,198;0.25;5%;0.62;0.86;Struggle
Texas Tech University;31,495;TX;218;0.16;71%;0.38;40,500;0.61;1.15;A+;5.00;3.00;$325,000;0.73;$826,000;0.65;$4,260;0.01;1.39;$14,060;0.05;3.68;$23,295;0.75;2%;0.31;1.07;Survive
The College of Idaho;928;ID;117;0.50;49%;0.70;14,800;0.27;1.47;A-;4.33;2.60;$205,000;0.08;$595,000;0.09;$6,938;0.21;0.38;$30,155;0.38;0.14;$107,023;0.33;0%;0.00;0.33;Struggle
The College of Saint Scholastica;3,126;MN;254;0.08;66%;0.47;210;0.04;0.58;B+;4.00;2.40;$299,000;0.62;$799,000;0.58;$6,346;0.13;1.33;$37,212;0.48;0.14;$28,648;0.70;3%;0.44;1.14;Perish
The College of Wooster;1,996;OH;66;0.71;54%;0.66;22,200;0.40;1.77;B;3.66;2.20;$236,000;0.20;$687,000;0.26;$8,357;0.43;0.89;$50,250;0.77;0.17;$162,074;0.23;17%;0.95;1.18;Perish
The New School;9,240;NY;153;0.33;57%;0.64;40,500;0.61;1.58;A;4.66;2.80;$159,000;0.01;$592,000;0.09;$9,271;0.54;0.64;$49,064;0.75;0.14;$42,439;0.60;27%;0.99;1.59;Perish
The Sage Colleges;1,787;NY;228;0.14;93%;0.02;1,600;0.07;0.23;C-;2.33;1.40;$262,000;0.37;$698,000;0.29;$6,878;0.20;0.86;$30,857;0.38;0.03;$20,692;0.77;2%;0.31;1.08;Perish
The University of Alabama;33,038;AL;153;0.33;59%;0.60;8,100;0.15;1.08;A+;5.00;3.00;$247,000;0.26;$680,000;0.25;$5,927;0.07;0.59;$20,005;0.20;0.36;$25,605;0.73;2%;0.31;1.04;Perish
The University of Findlay;3,092;OH;240;0.11;74%;0.29;27,100;0.48;0.88;B;3.66;2.20;$240,000;0.21;$661,000;0.20;$7,581;0.32;0.74;$34,360;0.45;0.12;$13,501;0.86;0%;0.00;0.86;Struggle
The University of Montana;7,968;MT;254;0.08;88%;0.05;590;0.05;0.19;B-;3.33;2.00;$209,000;0.09;$554,000;0.04;$7,834;0.37;0.50;$16,102;0.10;0.07;$24,193;0.75;1%;0.14;0.88;Struggle
The University of Texas at Austin;48,542;TX;48;0.78;39%;0.79;6,600;0.14;1.71;B;3.66;2.20;$372,000;0.85;$938,000;0.82;$9,450;0.56;2.23;$24,095;0.28;1.10;$83,225;0.38;3%;0.44;0.82;Thrive
The University of Texas at Dallas;22,708;TX;147;0.36;69%;0.41;2,400;0.08;0.84;B;3.66;2.20;$349,000;0.79;$866,000;0.71;$6,540;0.15;1.65;$24,955;0.29;0.38;$23,400;0.75;3%;0.44;1.20;Perish
Thomas Jefferson University;5,753;PA;153;0.33;58%;0.61;27,100;0.48;1.42;B-;3.33;2.00;$273,000;0.45;$771,000;0.52;$17,360;0.90;1.86;$40,651;0.55;0.35;$162,158;0.23;0%;0.00;0.23;Struggle
Towson University;18,385;MD;197;0.21;79%;0.20;90,500;0.86;1.26;A;4.66;2.80;$314,000;0.68;$809,000;0.61;$4,701;0.02;1.30;$16,574;0.11;1.50;$4,541;0.98;1%;0.14;1.12;Survive
Transylvania University;976;KY;72;0.68;89%;0.05;14,800;0.27;1.00;A-;4.33;2.60;$224,000;0.15;$653,000;0.18;$7,010;0.23;0.55;$38,750;0.51;0.10;$178,941;0.20;1%;0.14;0.34;Struggle
Trinity College;2,116;CT;46;0.81;34%;0.83;60,500;0.74;2.37;B-;3.33;2.00;$357,000;0.81;$1,000,000;0.87;$12,922;0.79;2.47;$56,910;0.99;0.44;$293,568;0.13;15%;0.92;1.05;Survive
Tufts University;10,718;MA;29;0.87;15%;0.93;90,500;0.86;2.66;A+;5.00;3.00;$421,000;0.92;$1,159,000;0.95;$14,435;0.86;2.72;$56,382;0.98;0.82;$172,230;0.22;12%;0.83;1.05;Survive
Tulane University of Louisiana;10,509;LA;40;0.82;17%;0.92;320;0.04;1.78;A+;5.00;3.00;$304,000;0.63;$905,000;0.76;$18,276;0.91;2.30;$54,820;0.92;0.50;$131,694;0.28;5%;0.62;0.89;Thrive
Union College;2,195;NY;45;0.81;39%;0.79;40,500;0.61;2.20;A-;4.33;2.60;$349,000;0.79;$986,000;0.86;$33,452;0.97;2.63;$55,290;0.95;0.59;$601,449;0.05;6%;0.67;0.72;Thrive
Union University;2,462;TN;185;0.24;57%;0.63;18,100;0.33;1.20;A-;4.33;2.60;$230,000;0.17;$651,000;0.17;$13,163;0.80;1.14;$32,610;0.42;0.31;$17,391;0.82;3%;0.44;1.27;Perish
University of Alabama at Birmingham;14,220;AL;166;0.28;92%;0.03;18,100;0.33;0.64;A;4.66;2.80;$244,000;0.24;$646,000;0.16;$13,399;0.82;1.22;$14,136;0.06;1.47;$36,897;0.63;1%;0.14;0.77;Thrive
University of Alabama in Huntsville;7,125;AL;263;0.06;81%;0.17;9,900;0.18;0.42;B+;4.00;2.40;$269,000;0.41;$724,000;0.37;$5,797;0.07;0.85;$16,538;0.11;0.29;$11,153;0.90;2%;0.31;1.22;Perish
University of Alaska Fairbanks;3,237;AK;263;0.06;76%;0.24;12,100;0.22;0.52;C;2.66;1.60;$255,000;0.33;$632,000;0.13;$14,248;0.84;1.30;$13,438;0.04;1.09;$32,730;0.67;2%;0.31;0.98;Survive
University of Arizona;36,213;AZ;117;0.50;84%;0.09;165,000;0.95;1.54;A+;5.00;3.00;$296,000;0.61;$757,000;0.48;$8,626;0.47;1.56;$24,417;0.29;0.93;$26,500;0.73;3%;0.44;1.17;Survive
University of Arkansas;22,602;AR;153;0.33;77%;0.22;60,500;0.74;1.29;A+;5.00;3.00;$279,000;0.49;$716,000;0.35;$6,397;0.13;0.98;$17,149;0.14;1.03;$52,461;0.54;1%;0.14;0.67;Thrive
University of California-Berkeley;39,393;CA;22;0.91;15%;0.93;201,000;0.98;2.81;A+;5.00;3.00;$425,000;0.92;$1,055,000;0.90;$12,496;0.77;2.59;$28,680;0.35;2.30;$50,746;0.55;14%;0.89;1.44;Survive
University of California-Davis;36,919;CA;39;0.83;41%;0.77;18,100;0.33;1.93;A;4.66;2.80;$368,000;0.83;$934,000;0.81;$18,948;0.92;2.57;$28,898;0.36;1.42;$11,989;0.89;20%;0.98;1.86;Survive
University of California-Irvine;35,200;CA;36;0.84;29%;0.86;90,500;0.86;2.56;A;4.66;2.80;$380,000;0.86;$949,000;0.83;$13,614;0.82;2.51;$28,196;0.34;1.97;$12,848;0.87;20%;0.98;1.85;Survive
University of California-Los Angeles;42,895;CA;20;0.91;14%;0.94;368,000;1.00;2.85;A+;5.00;3.00;$402,000;0.90;$993,000;0.87;$32,521;0.97;2.74;$27,722;0.33;2.62;$49,557;0.55;11%;0.82;1.37;Survive
University of California-Riverside;23,302;CA;91;0.60;51%;0.69;49,500;0.68;1.97;B+;4.00;2.40;$318,000;0.69;$802,000;0.59;$9,163;0.53;1.81;$28,323;0.34;0.94;$7,386;0.95;2%;0.31;1.26;Survive
University of California-San Diego;36,590;CA;37;0.84;30%;0.85;60,500;0.74;2.43;B;3.66;2.20;$391,000;0.89;$974,000;0.85;$20,438;0.94;2.68;$28,663;0.35;1.52;$20,380;0.78;15%;0.92;1.70;Survive
University of California-Santa Barbara;25,320;CA;34;0.85;32%;0.83;60,500;0.74;2.43;A+;5.00;3.00;$346,000;0.79;$885,000;0.73;$8,586;0.46;1.98;$28,887;0.36;1.48;$8,452;0.92;14%;0.89;1.82;Survive
University of California-Santa Cruz;19,093;CA;84;0.63;47%;0.72;9,900;0.18;1.53;B+;4.00;2.40;$275,000;0.46;$731,000;0.40;$7,277;0.26;1.11;$28,456;0.34;0.44;$5,441;0.98;15%;0.92;1.90;Survive
University of Central Florida;46,575;FL;166;0.28;43%;0.76;301,000;0.99;2.03;A+;5.00;3.00;$285,000;0.53;$727,000;0.38;$5,539;0.05;0.96;$14,418;0.06;3.37;$3,469;0.99;0%;0.00;0.99;Survive
University of Chicago;14,966;IL;6;0.98;7%;0.98;135,000;0.92;2.88;A;4.66;2.80;$412,000;0.91;$1,075,000;0.91;$56,787;0.99;2.82;$58,230;1.00;0.84;$468,329;0.07;17%;0.95;1.01;Survive
University of Cincinnati-Main Campus;28,655;OH;139;0.40;73%;0.31;140;0.02;0.73;A+;5.00;3.00;$226,000;0.15;$638,000;0.14;$7,411;0.28;0.57;$19,167;0.18;0.26;$47,628;0.56;1%;0.14;0.70;Struggle
University of Colorado Denver/Anschutz Medical Campus;13,182;CO;254;0.08;64%;0.51;390;0.05;0.64;A-;4.33;2.60;$363,000;0.83;$912,000;0.78;$24,038;0.95;2.56;$17,527;0.14;1.12;$0;1.00;1%;0.14;1.14;Survive
University of Connecticut;24,181;CT;64;0.72;49%;0.71;40,500;0.61;2.04;A;4.66;2.80;$359,000;0.82;$928,000;0.80;$13,455;0.82;2.44;$26,914;0.32;1.61;$17,500;0.82;10%;0.80;1.62;Survive
University of Dayton;10,037;OH;132;0.43;72%;0.35;40,500;0.61;1.39;A+;5.00;3.00;$280,000;0.50;$816,000;0.63;$6,985;0.22;1.34;$42,900;0.61;0.34;$56,522;0.52;2%;0.31;0.83;Struggle
University of Delaware;21,698;DE;91;0.60;66%;0.46;110,000;0.89;1.96;A+;5.00;3.00;$370,000;0.84;$925,000;0.80;$10,870;0.69;2.32;$23,995;0.28;1.83;$65,130;0.48;3%;0.44;0.92;Thrive
University of Denver;8,528;CO;97;0.57;56%;0.65;74,000;0.82;2.04;A;4.66;2.80;$295,000;0.60;$845,000;0.68;$12,425;0.77;2.04;$50,556;0.78;0.55;$89,347;0.37;5%;0.62;0.98;Survive
University of Detroit Mercy;4,156;MI;179;0.25;83%;0.12;12,100;0.22;0.59;B-;3.33;2.00;$292,000;0.58;$751,000;0.47;$10,945;0.69;1.74;$28,000;0.34;0.23;$15,220;0.84;6%;0.67;1.51;Perish
University of Florida;44,135;FL;34;0.85;39%;0.79;201,000;0.98;2.62;A+;5.00;3.00;$374,000;0.86;$919,000;0.79;$11,594;0.73;2.37;$17,520;0.14;5.00;$39,139;0.62;7%;0.69;1.32;Survive
University of Georgia;34,930;GA;50;0.78;49%;0.71;135,000;0.92;2.41;A+;5.00;3.00;$327,000;0.74;$818,000;0.63;$6,342;0.12;1.49;$21,117;0.23;1.77;$36,483;0.63;1%;0.14;0.77;Thrive
University of Hartford;5,113;CT;211;0.18;71%;0.36;33,100;0.54;1.08;C;2.66;1.60;$230,000;0.17;$695,000;0.28;$10,337;0.64;1.08;$40,694;0.56;0.12;$34,961;0.65;3%;0.44;1.10;Perish
University of Hawaii at Manoa;13,329;HI;166;0.28;84%;0.11;49,500;0.68;1.07;B;3.66;2.20;$285,000;0.53;$731,000;0.40;$14,622;0.86;1.78;$22,986;0.26;0.61;$3,171;0.99;3%;0.44;1.44;Survive
University of Houston;33,608;TX;185;0.24;62%;0.55;135,000;0.92;1.70;A-;4.33;2.60;$332,000;0.76;$835,000;0.66;$5,707;0.06;1.48;$15,093;0.08;3.11;$25,068;0.74;3%;0.44;1.18;Survive
University of Idaho;8,436;ID;179;0.25;77%;0.22;40,500;0.61;1.08;A-;4.33;2.60;$257,000;0.34;$665,000;0.21;$8,067;0.39;0.94;$16,682;0.12;0.82;$33,309;0.66;2%;0.31;0.98;Survive
University of Illinois at Chicago;27,117;IL;132;0.43;76%;0.27;40,500;0.61;1.31;B;3.66;2.20;$353,000;0.80;$882,000;0.72;$14,873;0.86;2.39;$20,372;0.21;1.24;$11,773;0.89;7%;0.69;1.58;Survive
University of Illinois at Urbana-Champaign;43,313;IL;48;0.78;62%;0.55;33,100;0.54;1.87;A+;5.00;3.00;$389,000;0.88;$988,000;0.86;$7,825;0.37;2.11;$23,379;0.27;1.64;$36,436;0.64;12%;0.83;1.47;Survive
University of Indianapolis;4,678;IN;228;0.14;69%;0.42;22,200;0.40;0.96;B+;4.00;2.40;$226,000;0.15;$622,000;0.12;$6,580;0.15;0.43;$29,688;0.37;0.10;$23,045;0.76;4%;0.54;1.30;Perish
University of Iowa;26,432;IA;84;0.63;83%;0.12;110,000;0.89;1.64;A+;5.00;3.00;$336,000;0.76;$842,000;0.67;$8,987;0.50;1.93;$20,250;0.20;1.77;$56,767;0.52;4%;0.54;1.06;Survive
University of Kansas;23,027;KS;130;0.44;92%;0.03;60,500;0.74;1.22;A+;5.00;3.00;$294,000;0.59;$769,000;0.51;$13,266;0.80;1.90;$19,253;0.18;1.41;$76,683;0.41;4%;0.54;0.95;Thrive
University of Kentucky;26,158;KY;132;0.43;94%;0.01;110,000;0.89;1.34;A+;5.00;3.00;$271,000;0.43;$711,000;0.34;$8,573;0.46;1.23;$20,672;0.21;0.85;$51,018;0.55;1%;0.14;0.68;Thrive
University of La Verne;5,202;CA;132;0.43;51%;0.69;40,500;0.61;1.73;A-;4.33;2.60;$271,000;0.43;$750,000;0.47;$8,152;0.42;1.31;$43,050;0.62;0.35;$19,943;0.79;6%;0.67;1.45;Perish
University of Louisville;15,936;KY;192;0.22;72%;0.33;60,500;0.74;1.30;A;4.66;2.80;$252,000;0.29;$659,000;0.19;$13,345;0.81;1.30;$19,467;0.19;0.94;$44,697;0.58;1%;0.14;0.72;Thrive
University of Maine;8,929;ME;202;0.20;92%;0.03;40,500;0.61;0.84;B+;4.00;2.40;$251,000;0.29;$665,000;0.21;$5,886;0.07;0.57;$21,070;0.22;0.19;$36,178;0.64;0%;0.00;0.64;Struggle
University of Maryland-College Park;36,603;MD;64;0.72;47%;0.73;22,200;0.40;1.85;A+;5.00;3.00;$400,000;0.90;$1,012,000;0.88;$9,306;0.54;2.32;$22,906;0.25;1.90;$16,938;0.83;3%;0.44;1.27;Survive
University of Massachusetts-Amherst;24,343;MA;64;0.72;60%;0.58;110,000;0.89;2.20;A+;5.00;3.00;$305,000;0.64;$806,000;0.60;$10,225;0.63;1.87;$25,229;0.30;1.50;$13,830;0.86;10%;0.80;1.65;Survive
University of Massachusetts-Boston;11,268;MA;228;0.14;78%;0.22;2,100;0.08;0.43;C+;3.00;1.80;$322,000;0.71;$791,000;0.57;$10,140;0.62;1.89;$24,067;0.28;0.19;$7,534;0.95;9%;0.76;1.70;Perish
University of Massachusetts-Dartmouth;6,531;MA;218;0.16;78%;0.22;3,600;0.12;0.50;C;2.66;1.60;$290,000;0.56;$760,000;0.49;$8,116;0.40;1.45;$21,531;0.23;0.19;$8,398;0.93;1%;0.14;1.06;Perish
University of Massachusetts-Lowell;11,913;MA;179;0.25;72%;0.35;6,600;0.14;0.74;B+;4.00;2.40;$323,000;0.72;$842,000;0.67;$8,085;0.40;1.79;$24,004;0.28;0.42;$7,701;0.94;1%;0.14;1.08;Survive
University of Memphis;13,980;TN;272;0.04;84%;0.09;90,500;0.86;0.99;A-;4.33;2.60;$231,000;0.18;$595,000;0.09;$6,745;0.18;0.45;$15,173;0.09;0.49;$15,466;0.84;2%;0.31;1.15;Survive
University of Miami;15,904;FL;57;0.75;32%;0.83;135,000;0.92;2.50;A+;5.00;3.00;$331,000;0.75;$916,000;0.78;$19,048;0.92;2.46;$50,226;0.77;0.89;$64,230;0.48;14%;0.89;1.38;Survive
University of Michigan-Ann Arbor;44,340;MI;25;0.89;23%;0.88;12,100;0.22;1.99;A+;5.00;3.00;$426,000;0.93;$1,043,000;0.89;$14,329;0.85;2.68;$32,306;0.41;1.44;$264,615;0.15;4%;0.54;0.69;Thrive
